file_name,accession,name,full_header
PP056258.fasta,PP056258.1,"Adina rubella isolate CXZ795 chloroplast, complete genome","PP056258.1 Adina rubella isolate CXZ795 chloroplast, complete genome"
PX223407.fasta,PX223407.1,"Adonis aestivalis subsp. parviflora isolate I-4422 chloroplast, complete genome","PX223407.1 Adonis aestivalis subsp. parviflora isolate I-4422 chloroplast, complete genome"
PQ632088.fasta,PQ632088.1,"Aegilops speltoides var. aucheri voucher VSRI:k-1594 chloroplast, complete genome","PQ632088.1 Aegilops speltoides var. aucheri voucher VSRI:k-1594 chloroplast, complete genome"
OR884982.fasta,OR884982.1,"Aegopodium podagraria chloroplast, complete genome","OR884982.1 Aegopodium podagraria chloroplast, complete genome"
PX741072.fasta,PX741072.1,"Aeschynanthus acuminatus isolate MMJT chloroplast, complete genome","PX741072.1 Aeschynanthus acuminatus isolate MMJT chloroplast, complete genome"
PV870793.fasta,PV870793.1,"Aeschynomene brevifolia voucher Yi14592-Yi Lab chloroplast, complete genome","PV870793.1 Aeschynomene brevifolia voucher Yi14592-Yi Lab chloroplast, complete genome"
PP809759.fasta,PP809759.1,"Aesculus assamica chloroplast, complete genome","PP809759.1 Aesculus assamica chloroplast, complete genome"
PP809761.fasta,PP809761.1,"Aesculus chinensis chloroplast, complete genome","PP809761.1 Aesculus chinensis chloroplast, complete genome"
PP809760.fasta,PP809760.1,"Aesculus chinensis var. chekiangensis chloroplast, complete genome","PP809760.1 Aesculus chinensis var. chekiangensis chloroplast, complete genome"
PP809769.fasta,PP809769.1,"Aesculus chinensis var. wilsonii chloroplast, complete genome","PP809769.1 Aesculus chinensis var. wilsonii chloroplast, complete genome"
PP809762.fasta,PP809762.1,"Aesculus hippocastanum chloroplast, complete genome","PP809762.1 Aesculus hippocastanum chloroplast, complete genome"
PX251891.fasta,PX251891.1,"Aesculus pavia isolate 20250804 chloroplast, complete genome","PX251891.1 Aesculus pavia isolate 20250804 chloroplast, complete genome"
PP809764.fasta,PP809764.1,"Aesculus polyneura chloroplast, complete genome","PP809764.1 Aesculus polyneura chloroplast, complete genome"
PP809765.fasta,PP809765.1,"Aesculus tsiangii chloroplast, complete genome","PP809765.1 Aesculus tsiangii chloroplast, complete genome"
PP809766.fasta,PP809766.1,"Aesculus turbinata chloroplast, complete genome","PP809766.1 Aesculus turbinata chloroplast, complete genome"
PP809768.fasta,PP809768.1,"Aesculus wangii chloroplast, complete genome","PP809768.1 Aesculus wangii chloroplast, complete genome"
PV600844.fasta,PV600844.1,"Aframomum angustifolium chloroplast, complete genome","PV600844.1 Aframomum angustifolium chloroplast, complete genome"
PV600846.fasta,PV600846.1,"Aframomum daniellii chloroplast, complete genome","PV600846.1 Aframomum daniellii chloroplast, complete genome"
PV600845.fasta,PV600845.1,"Aframomum melegueta chloroplast, complete genome","PV600845.1 Aframomum melegueta chloroplast, complete genome"
PV600847.fasta,PV600847.1,"Aframomum sceptrum chloroplast, complete genome","PV600847.1 Aframomum sceptrum chloroplast, complete genome"
PV870817.fasta,PV870817.1,"Afzelia quanzensis voucher Yi15207-KUN chloroplast, complete genome","PV870817.1 Afzelia quanzensis voucher Yi15207-KUN chloroplast, complete genome"
PP765882.fasta,PP765882.1,"Agapetes guangxiensis chloroplast, complete genome","PP765882.1 Agapetes guangxiensis chloroplast, complete genome"
PX665995.fasta,PX665995.1,"Agave sp. isolate LSL_2025 chloroplast, complete genome","PX665995.1 Agave sp. isolate LSL_2025 chloroplast, complete genome"
PV574233.fasta,PV574233.1,"Ageratina adenophora chloroplast, complete genome","PV574233.1 Ageratina adenophora chloroplast, complete genome"
PP843013.fasta,PP843013.1,"Ageratum houstonianum chloroplast, complete genome","PP843013.1 Ageratum houstonianum chloroplast, complete genome"
PX425319.fasta,PX425319.1,"Agrimonia coreana isolate KIOM202001023206 chloroplast, complete genome","PX425319.1 Agrimonia coreana isolate KIOM202001023206 chloroplast, complete genome"
PQ634275.fasta,PQ634275.1,"Agrimonia eupatoria chloroplast, complete genome","PQ634275.1 Agrimonia eupatoria chloroplast, complete genome"
PX425320.fasta,PX425320.1,"Agrimonia gorovoii isolate YSG_KIOM-2020-252 chloroplast, complete genome","PX425320.1 Agrimonia gorovoii isolate YSG_KIOM-2020-252 chloroplast, complete genome"
PX425321.fasta,PX425321.1,"Agrimonia nipponica isolate YSG_KIOM-2020-250 chloroplast, complete genome","PX425321.1 Agrimonia nipponica isolate YSG_KIOM-2020-250 chloroplast, complete genome"
PX425322.fasta,PX425322.1,"Agrimonia pilosa isolate YSG_KIOM-2020-251 chloroplast, complete genome","PX425322.1 Agrimonia pilosa isolate YSG_KIOM-2020-251 chloroplast, complete genome"
MH649287.fasta,MH649287.1,"Agriophyllum minus voucher CAS_MXF_AM01 chloroplast, complete genome","MH649287.1 Agriophyllum minus voucher CAS_MXF_AM01 chloroplast, complete genome"
MH649286.fasta,MH649286.1,"Agriophyllum squarrosum chloroplast, complete genome","MH649286.1 Agriophyllum squarrosum chloroplast, complete genome"
PV605572.fasta,PV605572.1,"Agropyron cristatum subsp. cristatum chloroplast, complete genome","PV605572.1 Agropyron cristatum subsp. cristatum chloroplast, complete genome"
PV605574.fasta,PV605574.1,"Agropyron desertorum chloroplast, complete genome","PV605574.1 Agropyron desertorum chloroplast, complete genome"
PV605575.fasta,PV605575.1,"Agropyron fragile subsp. sibiricum chloroplast, complete genome","PV605575.1 Agropyron fragile subsp. sibiricum chloroplast, complete genome"
PV605573.fasta,PV605573.1,"Agropyron mongolicum chloroplast, complete genome","PV605573.1 Agropyron mongolicum chloroplast, complete genome"
PV605571.fasta,PV605571.1,"Agropyron pectiniforme chloroplast, complete genome","PV605571.1 Agropyron pectiniforme chloroplast, complete genome"
PP316507.fasta,PP316507.1,"Agrostis alpina chloroplast, complete genome","PP316507.1 Agrostis alpina chloroplast, complete genome"
PP316506.fasta,PP316506.1,"Agrostis schraderiana chloroplast, complete genome","PP316506.1 Agrostis schraderiana chloroplast, complete genome"
PQ653532.fasta,PQ653532.1,"Ainsliaea erectifolia voucher SXX0023_2 chloroplast, complete genome","PQ653532.1 Ainsliaea erectifolia voucher SXX0023_2 chloroplast, complete genome"
PQ653534.fasta,PQ653534.1,"Ainsliaea laxiflora voucher SXX0154_2 chloroplast, complete genome","PQ653534.1 Ainsliaea laxiflora voucher SXX0154_2 chloroplast, complete genome"
PV553478.fasta,PV553478.1,"Aiouea chavarriana voucher B. Hammel 17298 chloroplast, complete genome","PV553478.1 Aiouea chavarriana voucher B. Hammel 17298 chloroplast, complete genome"
OR264207.fasta,OR264207.1,"Aiouea montana voucher 2153 chloroplast, complete genome","OR264207.1 Aiouea montana voucher 2153 chloroplast, complete genome"
PQ766598.fasta,PQ766598.1,"Aizoon canariense chloroplast, complete genome","PQ766598.1 Aizoon canariense chloroplast, complete genome"
PP234599.fasta,PP234599.1,"Ajania fruticulosa isolate p92 chloroplast, complete genome","PP234599.1 Ajania fruticulosa isolate p92 chloroplast, complete genome"
PP234562.fasta,PP234562.1,"Ajania khartensis isolate p51 chloroplast, complete genome","PP234562.1 Ajania khartensis isolate p51 chloroplast, complete genome"
PX316520.fasta,PX316520.1,"Ajania sericea chloroplast, complete genome","PX316520.1 Ajania sericea chloroplast, complete genome"
PP024532.fasta,PP024532.1,"Ajuga genevensis chloroplast, complete genome","PP024532.1 Ajuga genevensis chloroplast, complete genome"
PV243805.fasta,PV243805.1,"Ajuga lupulina chloroplast, complete genome","PV243805.1 Ajuga lupulina chloroplast, complete genome"
PP024533.fasta,PP024533.1,"Ajuga pyramidalis subsp. pyramidalis chloroplast, complete genome","PP024533.1 Ajuga pyramidalis subsp. pyramidalis chloroplast, complete genome"
PP024534.fasta,PP024534.1,"Ajuga reptans chloroplast, complete genome","PP024534.1 Ajuga reptans chloroplast, complete genome"
PV192927.fasta,PV192927.1,"Ajuga turkestanica chloroplast, complete genome","PV192927.1 Ajuga turkestanica chloroplast, complete genome"
OR565921.fasta,OR565921.1,"Ajugoides humilis voucher CI-248463 chloroplast, complete genome","OR565921.1 Ajugoides humilis voucher CI-248463 chloroplast, complete genome"
PZ316349.fasta,PZ316349.1,"Akebia trifoliata chloroplast, complete genome","PZ316349.1 Akebia trifoliata chloroplast, complete genome"
PV409668.fasta,PV409668.1,"Alania cunninghamii chloroplast, complete genome","PV409668.1 Alania cunninghamii chloroplast, complete genome"
PX694267.fasta,PX694267.1,"Alcea rosea isolate M34 chloroplast, complete genome","PX694267.1 Alcea rosea isolate M34 chloroplast, complete genome"
PP316508.fasta,PP316508.1,"Alchemilla exigua chloroplast, complete genome","PP316508.1 Alchemilla exigua chloroplast, complete genome"
PP316509.fasta,PP316509.1,"Alchemilla glaucescens chloroplast, complete genome","PP316509.1 Alchemilla glaucescens chloroplast, complete genome"
PP316510.fasta,PP316510.1,"Alchemilla monticola chloroplast, complete genome","PP316510.1 Alchemilla monticola chloroplast, complete genome"
PP316511.fasta,PP316511.1,"Alchemilla transiens chloroplast, complete genome","PP316511.1 Alchemilla transiens chloroplast, complete genome"
PX223350.fasta,PX223350.1,"Alchemilla vetteri chloroplast, complete genome","PX223350.1 Alchemilla vetteri chloroplast, complete genome"
PV472299.fasta,PV472299.1,"Aletris sp. XL-2025a chloroplast, complete genome","PV472299.1 Aletris sp. XL-2025a chloroplast, complete genome"
PP056259.fasta,PP056259.1,"Aletris spicata isolate DBS01506 chloroplast, complete genome","PP056259.1 Aletris spicata isolate DBS01506 chloroplast, complete genome"
PV870672.fasta,PV870672.1,"Alhagi sparsifolia voucher 15CS10275-KUN chloroplast, complete genome","PV870672.1 Alhagi sparsifolia voucher 15CS10275-KUN chloroplast, complete genome"
PV541173.fasta,PV541173.1,"Alisma wahlenbergii voucher Juntunen & Kuoppala s.n. (TUR417134) chloroplast, complete genome","PV541173.1 Alisma wahlenbergii voucher Juntunen & Kuoppala s.n. (TUR417134) chloroplast, complete genome"
PZ015912.fasta,PZ015912.1,"Allium atrosanguineum isolate ipbb_2.1.4.1 chloroplast, complete genome","PZ015912.1 Allium atrosanguineum isolate ipbb_2.1.4.1 chloroplast, complete genome"
PQ639274.fasta,PQ639274.1,"Allium carolinianum chloroplast, complete genome","PQ639274.1 Allium carolinianum chloroplast, complete genome"
PZ015913.fasta,PZ015913.1,"Allium cretaceum isolate ipbb_2.1.45.1 chloroplast, complete genome","PZ015913.1 Allium cretaceum isolate ipbb_2.1.45.1 chloroplast, complete genome"
PP234550.fasta,PP234550.1,"Allium cyaneum isolate p30 chloroplast, complete genome","PP234550.1 Allium cyaneum isolate p30 chloroplast, complete genome"
PV817865.fasta,PV817865.1,"Allium funckiifolium isolate AF2 chloroplast, complete genome","PV817865.1 Allium funckiifolium isolate AF2 chloroplast, complete genome"
PZ015914.fasta,PZ015914.1,"Allium inconspicuum isolate ipbb_2.1.17.2 chloroplast, complete genome","PZ015914.1 Allium inconspicuum isolate ipbb_2.1.17.2 chloroplast, complete genome"
PZ015915.fasta,PZ015915.1,"Allium inderiense isolate ipbb_2.1.46.1 chloroplast, complete genome","PZ015915.1 Allium inderiense isolate ipbb_2.1.46.1 chloroplast, complete genome"
PZ015923.fasta,PZ015923.1,"Allium korolkowii isolate ipbb_2.1.37.1 chloroplast, complete genome","PZ015923.1 Allium korolkowii isolate ipbb_2.1.37.1 chloroplast, complete genome"
PV684023.fasta,PV684023.1,"Allium ledebourianum chloroplast, complete genome","PV684023.1 Allium ledebourianum chloroplast, complete genome"
PZ015916.fasta,PZ015916.1,"Allium lineare isolate ipbb_2.1.21.2 chloroplast, complete genome","PZ015916.1 Allium lineare isolate ipbb_2.1.21.2 chloroplast, complete genome"
PQ351923.fasta,PQ351923.1,"Allium listera isolate KYHC chloroplast, complete genome","PQ351923.1 Allium listera isolate KYHC chloroplast, complete genome"
OR884983.fasta,OR884983.1,"Allium lusitanicum chloroplast, complete genome","OR884983.1 Allium lusitanicum chloroplast, complete genome"
LC923089.fasta,LC923089.1,"Allium macrostemon WOYA331 chloroplast DNA, complete genome","LC923089.1 Allium macrostemon WOYA331 chloroplast DNA, complete genome"
PX878715.fasta,PX878715.1,"Allium microdictyon chloroplast, complete genome","PX878715.1 Allium microdictyon chloroplast, complete genome"
PZ015917.fasta,PZ015917.1,"Allium montanostepposum isolate ipbb_2.1.38.3 chloroplast, complete genome","PZ015917.1 Allium montanostepposum isolate ipbb_2.1.38.3 chloroplast, complete genome"
PV817870.fasta,PV817870.1,"Allium nanodes isolate AN1 chloroplast, complete genome","PV817870.1 Allium nanodes isolate AN1 chloroplast, complete genome"
PZ015918.fasta,PZ015918.1,"Allium nutans isolate ipbb_2.1.24.3 chloroplast, complete genome","PZ015918.1 Allium nutans isolate ipbb_2.1.24.3 chloroplast, complete genome"
PV817888.fasta,PV817888.1,"Allium ochotense isolate AOCH1 chloroplast, complete genome","PV817888.1 Allium ochotense isolate AOCH1 chloroplast, complete genome"
OR884984.fasta,OR884984.1,"Allium oleraceum subsp. oleraceum chloroplast, complete genome","OR884984.1 Allium oleraceum subsp. oleraceum chloroplast, complete genome"
PZ269957.fasta,PZ269957.1,"Allium ophiophyllum chloroplast, complete genome","PZ269957.1 Allium ophiophyllum chloroplast, complete genome"
PV817881.fasta,PV817881.1,"Allium ovalifolium isolate AO7 chloroplast, complete genome","PV817881.1 Allium ovalifolium isolate AO7 chloroplast, complete genome"
PV817886.fasta,PV817886.1,"Allium ovalifolium var. cordifolium isolate AOC3 chloroplast, complete genome","PV817886.1 Allium ovalifolium var. cordifolium isolate AOC3 chloroplast, complete genome"
PV817894.fasta,PV817894.1,"Allium ovalifolium var. leuconeurum isolate AOL3 chloroplast, complete genome","PV817894.1 Allium ovalifolium var. leuconeurum isolate AOL3 chloroplast, complete genome"
PV817901.fasta,PV817901.1,"Allium prattii isolate AP3 chloroplast, complete genome","PV817901.1 Allium prattii isolate AP3 chloroplast, complete genome"
PP234549.fasta,PP234549.1,"Allium przewalskianum isolate p28 chloroplast, complete genome","PP234549.1 Allium przewalskianum isolate p28 chloroplast, complete genome"
PZ015919.fasta,PZ015919.1,"Allium sabulosum isolate ipbb_2.1.29.1 chloroplast, complete genome","PZ015919.1 Allium sabulosum isolate ipbb_2.1.29.1 chloroplast, complete genome"
OR884985.fasta,OR884985.1,"Allium schoenoprasum chloroplast, complete genome","OR884985.1 Allium schoenoprasum chloroplast, complete genome"
PZ015920.fasta,PZ015920.1,"Allium subscabrum isolate ipbb_2.1.44.1 chloroplast, complete genome","PZ015920.1 Allium subscabrum isolate ipbb_2.1.44.1 chloroplast, complete genome"
PZ015921.fasta,PZ015921.1,"Allium tianschanicum isolate ipbb_2.1.42.1 chloroplast, complete genome","PZ015921.1 Allium tianschanicum isolate ipbb_2.1.42.1 chloroplast, complete genome"
PV409669.fasta,PV409669.1,"Allium tripedale chloroplast, complete genome","PV409669.1 Allium tripedale chloroplast, complete genome"
PQ038330.fasta,PQ038330.1,"Allium tuberosum cultivar Dajingou chloroplast, complete genome","PQ038330.1 Allium tuberosum cultivar Dajingou chloroplast, complete genome"
PZ015922.fasta,PZ015922.1,"Allium turkestanicum isolate ipbb_2.1.43.1 chloroplast, complete genome","PZ015922.1 Allium turkestanicum isolate ipbb_2.1.43.1 chloroplast, complete genome"
PQ586983.fasta,PQ586983.1,"Allium vavilovii chloroplast, complete genome","PQ586983.1 Allium vavilovii chloroplast, complete genome"
OR884986.fasta,OR884986.1,"Allium victorialis chloroplast, complete genome","OR884986.1 Allium victorialis chloroplast, complete genome"
PP056265.fasta,PP056265.1,"Allium yingshanense isolate ZXX202619 chloroplast, complete genome","PP056265.1 Allium yingshanense isolate ZXX202619 chloroplast, complete genome"
PQ834813.fasta,PQ834813.1,"Allophylus viridis chloroplast, complete genome","PQ834813.1 Allophylus viridis chloroplast, complete genome"
PQ899000.fasta,PQ899000.1,"Alniaria alnifolia voucher 1443 chloroplast, complete genome","PQ899000.1 Alniaria alnifolia voucher 1443 chloroplast, complete genome"
OR995482.fasta,OR995482.1,"Alniaria folgneri isolate B.B.Liu_dd1011 chloroplast, complete genome","OR995482.1 Alniaria folgneri isolate B.B.Liu_dd1011 chloroplast, complete genome"
PQ899002.fasta,PQ899002.1,"Alniaria yuana voucher 2246 chloroplast, complete genome","PQ899002.1 Alniaria yuana voucher 2246 chloroplast, complete genome"
