"","model_test","gene","p_M1a_M2a","sig_M1a_M2a","sig_M7_M8","pos_sel_both","model","lnL","stat_test","stat_value"
"424","M1a","psbB",0.999834013776975,FALSE,FALSE,FALSE,"lnL_M1a",-2053.148306,"LRT_M1a_M2a",0.000332000000526023
"425","M1a","psbB",0.999834013776975,FALSE,FALSE,FALSE,"lnL_M1a",-2053.148306,"LRT_M7_M8",-0.000333999999384105
"426","M1a","psbB",0.999834013776975,FALSE,FALSE,FALSE,"lnL_M1a",-2053.148306,"p_M7_M8",1
"427","M2a","psbB",0.999834013776975,FALSE,FALSE,FALSE,"lnL_M2a",-2053.14814,"LRT_M1a_M2a",0.000332000000526023
"428","M2a","psbB",0.999834013776975,FALSE,FALSE,FALSE,"lnL_M2a",-2053.14814,"LRT_M7_M8",-0.000333999999384105
"429","M2a","psbB",0.999834013776975,FALSE,FALSE,FALSE,"lnL_M2a",-2053.14814,"p_M7_M8",1
"430","M7","psbB",0.999834013776975,FALSE,FALSE,FALSE,"lnL_M7",-2053.148125,"LRT_M1a_M2a",0.000332000000526023
"431","M7","psbB",0.999834013776975,FALSE,FALSE,FALSE,"lnL_M7",-2053.148125,"LRT_M7_M8",-0.000333999999384105
"432","M7","psbB",0.999834013776975,FALSE,FALSE,FALSE,"lnL_M7",-2053.148125,"p_M7_M8",1
"433","M8","psbB",0.999834013776975,FALSE,FALSE,FALSE,"lnL_M8",-2053.148292,"LRT_M1a_M2a",0.000332000000526023
"434","M8","psbB",0.999834013776975,FALSE,FALSE,FALSE,"lnL_M8",-2053.148292,"LRT_M7_M8",-0.000333999999384105
"435","M8","psbB",0.999834013776975,FALSE,FALSE,FALSE,"lnL_M8",-2053.148292,"p_M7_M8",1
"436","M0","psbD",0.999977000264442,FALSE,FALSE,FALSE,"lnL_M0",-1408.091415,"LRT_M1a_M2a",4.60000001112348e-05
"437","M0","psbD",0.999977000264442,FALSE,FALSE,FALSE,"lnL_M0",-1408.091415,"LRT_M7_M8",0.00293000000010579
"438","M0","psbD",0.999977000264442,FALSE,FALSE,FALSE,"lnL_M0",-1408.091415,"p_M7_M8",0.998536072588602
"439","M1a","psbD",0.999977000264442,FALSE,FALSE,FALSE,"lnL_M1a",-1408.091208,"LRT_M1a_M2a",4.60000001112348e-05
"440","M1a","psbD",0.999977000264442,FALSE,FALSE,FALSE,"lnL_M1a",-1408.091208,"LRT_M7_M8",0.00293000000010579
"441","M1a","psbD",0.999977000264442,FALSE,FALSE,FALSE,"lnL_M1a",-1408.091208,"p_M7_M8",0.998536072588602
"442","M2a","psbD",0.999977000264442,FALSE,FALSE,FALSE,"lnL_M2a",-1408.091185,"LRT_M1a_M2a",4.60000001112348e-05
"443","M2a","psbD",0.999977000264442,FALSE,FALSE,FALSE,"lnL_M2a",-1408.091185,"LRT_M7_M8",0.00293000000010579
"444","M2a","psbD",0.999977000264442,FALSE,FALSE,FALSE,"lnL_M2a",-1408.091185,"p_M7_M8",0.998536072588602
"445","M7","psbD",0.999977000264442,FALSE,FALSE,FALSE,"lnL_M7",-1408.09267,"LRT_M1a_M2a",4.60000001112348e-05
"446","M7","psbD",0.999977000264442,FALSE,FALSE,FALSE,"lnL_M7",-1408.09267,"LRT_M7_M8",0.00293000000010579
"447","M7","psbD",0.999977000264442,FALSE,FALSE,FALSE,"lnL_M7",-1408.09267,"p_M7_M8",0.998536072588602
"448","M8","psbD",0.999977000264442,FALSE,FALSE,FALSE,"lnL_M8",-1408.091205,"LRT_M1a_M2a",4.60000001112348e-05
"449","M8","psbD",0.999977000264442,FALSE,FALSE,FALSE,"lnL_M8",-1408.091205,"LRT_M7_M8",0.00293000000010579
"450","M8","psbD",0.999977000264442,FALSE,FALSE,FALSE,"lnL_M8",-1408.091205,"p_M7_M8",0.998536072588602
"451","M0","psbE",0.99953610763133,FALSE,FALSE,FALSE,"lnL_M0",-328.109604,"LRT_M1a_M2a",0.000928000000044449
"452","M0","psbE",0.99953610763133,FALSE,FALSE,FALSE,"lnL_M0",-328.109604,"LRT_M7_M8",0
"453","M0","psbE",0.99953610763133,FALSE,FALSE,FALSE,"lnL_M0",-328.109604,"p_M7_M8",1
"454","M1a","psbE",0.99953610763133,FALSE,FALSE,FALSE,"lnL_M1a",-328.110068,"LRT_M1a_M2a",0.000928000000044449
"455","M1a","psbE",0.99953610763133,FALSE,FALSE,FALSE,"lnL_M1a",-328.110068,"LRT_M7_M8",0
"456","M1a","psbE",0.99953610763133,FALSE,FALSE,FALSE,"lnL_M1a",-328.110068,"p_M7_M8",1
"457","M2a","psbE",0.99953610763133,FALSE,FALSE,FALSE,"lnL_M2a",-328.109604,"LRT_M1a_M2a",0.000928000000044449
"458","M2a","psbE",0.99953610763133,FALSE,FALSE,FALSE,"lnL_M2a",-328.109604,"LRT_M7_M8",0
"459","M2a","psbE",0.99953610763133,FALSE,FALSE,FALSE,"lnL_M2a",-328.109604,"p_M7_M8",1
"460","M7","psbE",0.99953610763133,FALSE,FALSE,FALSE,"lnL_M7",-328.109604,"LRT_M1a_M2a",0.000928000000044449
"461","M7","psbE",0.99953610763133,FALSE,FALSE,FALSE,"lnL_M7",-328.109604,"LRT_M7_M8",0
"462","M7","psbE",0.99953610763133,FALSE,FALSE,FALSE,"lnL_M7",-328.109604,"p_M7_M8",1
"463","M8","psbE",0.99953610763133,FALSE,FALSE,FALSE,"lnL_M8",-328.109604,"LRT_M1a_M2a",0.000928000000044449
"464","M8","psbE",0.99953610763133,FALSE,FALSE,FALSE,"lnL_M8",-328.109604,"LRT_M7_M8",0
"465","M8","psbE",0.99953610763133,FALSE,FALSE,FALSE,"lnL_M8",-328.109604,"p_M7_M8",1
"466","M0","psbH",0.999968000511962,FALSE,FALSE,FALSE,"lnL_M0",-285.662664,"LRT_M1a_M2a",6.40000000657892e-05
"467","M0","psbH",0.999968000511962,FALSE,FALSE,FALSE,"lnL_M0",-285.662664,"LRT_M7_M8",-0.00098800000000665
"468","M0","psbH",0.999968000511962,FALSE,FALSE,FALSE,"lnL_M0",-285.662664,"p_M7_M8",1
"469","M1a","psbH",0.999968000511962,FALSE,FALSE,FALSE,"lnL_M1a",-285.662369,"LRT_M1a_M2a",6.40000000657892e-05
"470","M1a","psbH",0.999968000511962,FALSE,FALSE,FALSE,"lnL_M1a",-285.662369,"LRT_M7_M8",-0.00098800000000665
"471","M1a","psbH",0.999968000511962,FALSE,FALSE,FALSE,"lnL_M1a",-285.662369,"p_M7_M8",1
"472","M2a","psbH",0.999968000511962,FALSE,FALSE,FALSE,"lnL_M2a",-285.662337,"LRT_M1a_M2a",6.40000000657892e-05
"473","M2a","psbH",0.999968000511962,FALSE,FALSE,FALSE,"lnL_M2a",-285.662337,"LRT_M7_M8",-0.00098800000000665
"474","M2a","psbH",0.999968000511962,FALSE,FALSE,FALSE,"lnL_M2a",-285.662337,"p_M7_M8",1
"475","M7","psbH",0.999968000511962,FALSE,FALSE,FALSE,"lnL_M7",-285.662334,"LRT_M1a_M2a",6.40000000657892e-05
"476","M7","psbH",0.999968000511962,FALSE,FALSE,FALSE,"lnL_M7",-285.662334,"LRT_M7_M8",-0.00098800000000665
"477","M7","psbH",0.999968000511962,FALSE,FALSE,FALSE,"lnL_M7",-285.662334,"p_M7_M8",1
"478","M8","psbH",0.999968000511962,FALSE,FALSE,FALSE,"lnL_M8",-285.662828,"LRT_M1a_M2a",6.40000000657892e-05
"479","M8","psbH",0.999968000511962,FALSE,FALSE,FALSE,"lnL_M8",-285.662828,"LRT_M7_M8",-0.00098800000000665
"480","M8","psbH",0.999968000511962,FALSE,FALSE,FALSE,"lnL_M8",-285.662828,"p_M7_M8",1
"481","M0","psbK",1,FALSE,FALSE,FALSE,"lnL_M0",-229.952236,"LRT_M1a_M2a",0
"482","M0","psbK",1,FALSE,FALSE,FALSE,"lnL_M0",-229.952236,"LRT_M7_M8",-0.0019580000000019
"483","M0","psbK",1,FALSE,FALSE,FALSE,"lnL_M0",-229.952236,"p_M7_M8",1
"484","M1a","psbK",1,FALSE,FALSE,FALSE,"lnL_M1a",-229.952235,"LRT_M1a_M2a",0
"485","M1a","psbK",1,FALSE,FALSE,FALSE,"lnL_M1a",-229.952235,"LRT_M7_M8",-0.0019580000000019
"486","M1a","psbK",1,FALSE,FALSE,FALSE,"lnL_M1a",-229.952235,"p_M7_M8",1
"487","M2a","psbK",1,FALSE,FALSE,FALSE,"lnL_M2a",-229.952235,"LRT_M1a_M2a",0
"488","M2a","psbK",1,FALSE,FALSE,FALSE,"lnL_M2a",-229.952235,"LRT_M7_M8",-0.0019580000000019
"489","M2a","psbK",1,FALSE,FALSE,FALSE,"lnL_M2a",-229.952235,"p_M7_M8",1
"490","M7","psbK",1,FALSE,FALSE,FALSE,"lnL_M7",-229.952235,"LRT_M1a_M2a",0
"491","M7","psbK",1,FALSE,FALSE,FALSE,"lnL_M7",-229.952235,"LRT_M7_M8",-0.0019580000000019
"492","M7","psbK",1,FALSE,FALSE,FALSE,"lnL_M7",-229.952235,"p_M7_M8",1
"493","M8","psbK",1,FALSE,FALSE,FALSE,"lnL_M8",-229.953214,"LRT_M1a_M2a",0
"494","M8","psbK",1,FALSE,FALSE,FALSE,"lnL_M8",-229.953214,"LRT_M7_M8",-0.0019580000000019
"495","M8","psbK",1,FALSE,FALSE,FALSE,"lnL_M8",-229.953214,"p_M7_M8",1
"496","M0","psbZ",0.999981000180518,FALSE,FALSE,FALSE,"lnL_M0",-224.569823,"LRT_M1a_M2a",3.79999999609026e-05
"497","M0","psbZ",0.999981000180518,FALSE,FALSE,FALSE,"lnL_M0",-224.569823,"LRT_M7_M8",-0.000545999999985725
"498","M0","psbZ",0.999981000180518,FALSE,FALSE,FALSE,"lnL_M0",-224.569823,"p_M7_M8",1
"499","M1a","psbZ",0.999981000180518,FALSE,FALSE,FALSE,"lnL_M1a",-224.569856,"LRT_M1a_M2a",3.79999999609026e-05
"500","M1a","psbZ",0.999981000180518,FALSE,FALSE,FALSE,"lnL_M1a",-224.569856,"LRT_M7_M8",-0.000545999999985725
"501","M1a","psbZ",0.999981000180518,FALSE,FALSE,FALSE,"lnL_M1a",-224.569856,"p_M7_M8",1
"502","M2a","psbZ",0.999981000180518,FALSE,FALSE,FALSE,"lnL_M2a",-224.569837,"LRT_M1a_M2a",3.79999999609026e-05
"503","M2a","psbZ",0.999981000180518,FALSE,FALSE,FALSE,"lnL_M2a",-224.569837,"LRT_M7_M8",-0.000545999999985725
"504","M2a","psbZ",0.999981000180518,FALSE,FALSE,FALSE,"lnL_M2a",-224.569837,"p_M7_M8",1
"505","M7","psbZ",0.999981000180518,FALSE,FALSE,FALSE,"lnL_M7",-224.56948,"LRT_M1a_M2a",3.79999999609026e-05
"506","M7","psbZ",0.999981000180518,FALSE,FALSE,FALSE,"lnL_M7",-224.56948,"LRT_M7_M8",-0.000545999999985725
"507","M7","psbZ",0.999981000180518,FALSE,FALSE,FALSE,"lnL_M7",-224.56948,"p_M7_M8",1
"508","M8","psbZ",0.999981000180518,FALSE,FALSE,FALSE,"lnL_M8",-224.569753,"LRT_M1a_M2a",3.79999999609026e-05
"509","M8","psbZ",0.999981000180518,FALSE,FALSE,FALSE,"lnL_M8",-224.569753,"LRT_M7_M8",-0.000545999999985725
"510","M8","psbZ",0.999981000180518,FALSE,FALSE,FALSE,"lnL_M8",-224.569753,"p_M7_M8",1
"511","M0","rbcL",0.00979354288259442,TRUE,TRUE,TRUE,"lnL_M0",-1979.176433,"LRT_M1a_M2a",9.25206399999979
"512","M0","rbcL",0.00979354288259442,TRUE,TRUE,TRUE,"lnL_M0",-1979.176433,"LRT_M7_M8",9.44439199999988
"513","M0","rbcL",0.00979354288259442,TRUE,TRUE,TRUE,"lnL_M0",-1979.176433,"p_M7_M8",0.00889562229697086
"514","M1a","rbcL",0.00979354288259442,TRUE,TRUE,TRUE,"lnL_M1a",-1977.492599,"LRT_M1a_M2a",9.25206399999979
"515","M1a","rbcL",0.00979354288259442,TRUE,TRUE,TRUE,"lnL_M1a",-1977.492599,"LRT_M7_M8",9.44439199999988
"516","M1a","rbcL",0.00979354288259442,TRUE,TRUE,TRUE,"lnL_M1a",-1977.492599,"p_M7_M8",0.00889562229697086
"517","M2a","rbcL",0.00979354288259442,TRUE,TRUE,TRUE,"lnL_M2a",-1972.866567,"LRT_M1a_M2a",9.25206399999979
"518","M2a","rbcL",0.00979354288259442,TRUE,TRUE,TRUE,"lnL_M2a",-1972.866567,"LRT_M7_M8",9.44439199999988
"519","M2a","rbcL",0.00979354288259442,TRUE,TRUE,TRUE,"lnL_M2a",-1972.866567,"p_M7_M8",0.00889562229697086
"520","M7","rbcL",0.00979354288259442,TRUE,TRUE,TRUE,"lnL_M7",-1977.588748,"LRT_M1a_M2a",9.25206399999979
"521","M7","rbcL",0.00979354288259442,TRUE,TRUE,TRUE,"lnL_M7",-1977.588748,"LRT_M7_M8",9.44439199999988
"522","M7","rbcL",0.00979354288259442,TRUE,TRUE,TRUE,"lnL_M7",-1977.588748,"p_M7_M8",0.00889562229697086
"523","M8","rbcL",0.00979354288259442,TRUE,TRUE,TRUE,"lnL_M8",-1972.866552,"LRT_M1a_M2a",9.25206399999979
"524","M8","rbcL",0.00979354288259442,TRUE,TRUE,TRUE,"lnL_M8",-1972.866552,"LRT_M7_M8",9.44439199999988
"525","M8","rbcL",0.00979354288259442,TRUE,TRUE,TRUE,"lnL_M8",-1972.866552,"p_M7_M8",0.00889562229697086
"526","M0","rpl14",0.999943001624442,FALSE,FALSE,FALSE,"lnL_M0",-486.438731,"LRT_M1a_M2a",0.000114000000053238
"527","M0","rpl14",0.999943001624442,FALSE,FALSE,FALSE,"lnL_M0",-486.438731,"LRT_M7_M8",-0.000110000000063337
"528","M0","rpl14",0.999943001624442,FALSE,FALSE,FALSE,"lnL_M0",-486.438731,"p_M7_M8",1
"529","M1a","rpl14",0.999943001624442,FALSE,FALSE,FALSE,"lnL_M1a",-486.438196,"LRT_M1a_M2a",0.000114000000053238
"530","M1a","rpl14",0.999943001624442,FALSE,FALSE,FALSE,"lnL_M1a",-486.438196,"LRT_M7_M8",-0.000110000000063337
"531","M1a","rpl14",0.999943001624442,FALSE,FALSE,FALSE,"lnL_M1a",-486.438196,"p_M7_M8",1
"532","M2a","rpl14",0.999943001624442,FALSE,FALSE,FALSE,"lnL_M2a",-486.438139,"LRT_M1a_M2a",0.000114000000053238
"533","M2a","rpl14",0.999943001624442,FALSE,FALSE,FALSE,"lnL_M2a",-486.438139,"LRT_M7_M8",-0.000110000000063337
"534","M2a","rpl14",0.999943001624442,FALSE,FALSE,FALSE,"lnL_M2a",-486.438139,"p_M7_M8",1
"535","M7","rpl14",0.999943001624442,FALSE,FALSE,FALSE,"lnL_M7",-486.438135,"LRT_M1a_M2a",0.000114000000053238
"536","M7","rpl14",0.999943001624442,FALSE,FALSE,FALSE,"lnL_M7",-486.438135,"LRT_M7_M8",-0.000110000000063337
"537","M7","rpl14",0.999943001624442,FALSE,FALSE,FALSE,"lnL_M7",-486.438135,"p_M7_M8",1
"538","M8","rpl14",0.999943001624442,FALSE,FALSE,FALSE,"lnL_M8",-486.43819,"LRT_M1a_M2a",0.000114000000053238
"539","M8","rpl14",0.999943001624442,FALSE,FALSE,FALSE,"lnL_M8",-486.43819,"LRT_M7_M8",-0.000110000000063337
"540","M8","rpl14",0.999943001624442,FALSE,FALSE,FALSE,"lnL_M8",-486.43819,"p_M7_M8",1
"541","M0","rpl2",0.805170679350319,FALSE,FALSE,FALSE,"lnL_M0",-1096.99376,"LRT_M1a_M2a",0.43340199999966
"542","M0","rpl2",0.805170679350319,FALSE,FALSE,FALSE,"lnL_M0",-1096.99376,"LRT_M7_M8",0.488857999999709
"543","M0","rpl2",0.805170679350319,FALSE,FALSE,FALSE,"lnL_M0",-1096.99376,"p_M7_M8",0.783151590154493
"544","M1a","rpl2",0.805170679350319,FALSE,FALSE,FALSE,"lnL_M1a",-1097.210461,"LRT_M1a_M2a",0.43340199999966
"545","M1a","rpl2",0.805170679350319,FALSE,FALSE,FALSE,"lnL_M1a",-1097.210461,"LRT_M7_M8",0.488857999999709
"546","M1a","rpl2",0.805170679350319,FALSE,FALSE,FALSE,"lnL_M1a",-1097.210461,"p_M7_M8",0.783151590154493
"547","M2a","rpl2",0.805170679350319,FALSE,FALSE,FALSE,"lnL_M2a",-1096.99376,"LRT_M1a_M2a",0.43340199999966
"548","M2a","rpl2",0.805170679350319,FALSE,FALSE,FALSE,"lnL_M2a",-1096.99376,"LRT_M7_M8",0.488857999999709
"549","M2a","rpl2",0.805170679350319,FALSE,FALSE,FALSE,"lnL_M2a",-1096.99376,"p_M7_M8",0.783151590154493
"550","M7","rpl2",0.805170679350319,FALSE,FALSE,FALSE,"lnL_M7",-1097.238189,"LRT_M1a_M2a",0.43340199999966
"551","M7","rpl2",0.805170679350319,FALSE,FALSE,FALSE,"lnL_M7",-1097.238189,"LRT_M7_M8",0.488857999999709
"552","M7","rpl2",0.805170679350319,FALSE,FALSE,FALSE,"lnL_M7",-1097.238189,"p_M7_M8",0.783151590154493
"553","M8","rpl2",0.805170679350319,FALSE,FALSE,FALSE,"lnL_M8",-1096.99376,"LRT_M1a_M2a",0.43340199999966
"554","M8","rpl2",0.805170679350319,FALSE,FALSE,FALSE,"lnL_M8",-1096.99376,"LRT_M7_M8",0.488857999999709
"555","M8","rpl2",0.805170679350319,FALSE,FALSE,FALSE,"lnL_M8",-1096.99376,"p_M7_M8",0.783151590154493
"556","M0","rpl20",0.999893005724282,FALSE,FALSE,FALSE,"lnL_M0",-485.852902,"LRT_M1a_M2a",0.000214000000028136
"557","M0","rpl20",0.999893005724282,FALSE,FALSE,FALSE,"lnL_M0",-485.852902,"LRT_M7_M8",0.021474000000012
"558","M0","rpl20",0.999893005724282,FALSE,FALSE,FALSE,"lnL_M0",-485.852902,"p_M7_M8",0.989320435837835
"559","M1a","rpl20",0.999893005724282,FALSE,FALSE,FALSE,"lnL_M1a",-485.853009,"LRT_M1a_M2a",0.000214000000028136
"560","M1a","rpl20",0.999893005724282,FALSE,FALSE,FALSE,"lnL_M1a",-485.853009,"LRT_M7_M8",0.021474000000012
"561","M1a","rpl20",0.999893005724282,FALSE,FALSE,FALSE,"lnL_M1a",-485.853009,"p_M7_M8",0.989320435837835
"562","M2a","rpl20",0.999893005724282,FALSE,FALSE,FALSE,"lnL_M2a",-485.852902,"LRT_M1a_M2a",0.000214000000028136
"563","M2a","rpl20",0.999893005724282,FALSE,FALSE,FALSE,"lnL_M2a",-485.852902,"LRT_M7_M8",0.021474000000012
"564","M2a","rpl20",0.999893005724282,FALSE,FALSE,FALSE,"lnL_M2a",-485.852902,"p_M7_M8",0.989320435837835
"565","M7","rpl20",0.999893005724282,FALSE,FALSE,FALSE,"lnL_M7",-485.863644,"LRT_M1a_M2a",0.000214000000028136
"566","M7","rpl20",0.999893005724282,FALSE,FALSE,FALSE,"lnL_M7",-485.863644,"LRT_M7_M8",0.021474000000012
"567","M7","rpl20",0.999893005724282,FALSE,FALSE,FALSE,"lnL_M7",-485.863644,"p_M7_M8",0.989320435837835
"568","M8","rpl20",0.999893005724282,FALSE,FALSE,FALSE,"lnL_M8",-485.852907,"LRT_M1a_M2a",0.000214000000028136
"569","M8","rpl20",0.999893005724282,FALSE,FALSE,FALSE,"lnL_M8",-485.852907,"LRT_M7_M8",0.021474000000012
"570","M8","rpl20",0.999893005724282,FALSE,FALSE,FALSE,"lnL_M8",-485.852907,"p_M7_M8",0.989320435837835
"571","M0","rpl22",0.59783887567927,FALSE,FALSE,FALSE,"lnL_M0",-615.958764,"LRT_M1a_M2a",1.0288680000001
"572","M0","rpl22",0.59783887567927,FALSE,FALSE,FALSE,"lnL_M0",-615.958764,"LRT_M7_M8",1.02886200000012
"573","M0","rpl22",0.59783887567927,FALSE,FALSE,FALSE,"lnL_M0",-615.958764,"p_M7_M8",0.597840669198583
"574","M1a","rpl22",0.59783887567927,FALSE,FALSE,FALSE,"lnL_M1a",-616.473198,"LRT_M1a_M2a",1.0288680000001
"575","M1a","rpl22",0.59783887567927,FALSE,FALSE,FALSE,"lnL_M1a",-616.473198,"LRT_M7_M8",1.02886200000012
"576","M1a","rpl22",0.59783887567927,FALSE,FALSE,FALSE,"lnL_M1a",-616.473198,"p_M7_M8",0.597840669198583
"577","M2a","rpl22",0.59783887567927,FALSE,FALSE,FALSE,"lnL_M2a",-615.958764,"LRT_M1a_M2a",1.0288680000001
"578","M2a","rpl22",0.59783887567927,FALSE,FALSE,FALSE,"lnL_M2a",-615.958764,"LRT_M7_M8",1.02886200000012
"579","M2a","rpl22",0.59783887567927,FALSE,FALSE,FALSE,"lnL_M2a",-615.958764,"p_M7_M8",0.597840669198583
"580","M7","rpl22",0.59783887567927,FALSE,FALSE,FALSE,"lnL_M7",-616.473195,"LRT_M1a_M2a",1.0288680000001
"581","M7","rpl22",0.59783887567927,FALSE,FALSE,FALSE,"lnL_M7",-616.473195,"LRT_M7_M8",1.02886200000012
"582","M7","rpl22",0.59783887567927,FALSE,FALSE,FALSE,"lnL_M7",-616.473195,"p_M7_M8",0.597840669198583
"583","M8","rpl22",0.59783887567927,FALSE,FALSE,FALSE,"lnL_M8",-615.958764,"LRT_M1a_M2a",1.0288680000001
"584","M8","rpl22",0.59783887567927,FALSE,FALSE,FALSE,"lnL_M8",-615.958764,"LRT_M7_M8",1.02886200000012
"585","M8","rpl22",0.59783887567927,FALSE,FALSE,FALSE,"lnL_M8",-615.958764,"p_M7_M8",0.597840669198583
"586","M0","rpl23",0.999736034844918,FALSE,FALSE,FALSE,"lnL_M0",-366.631872,"LRT_M1a_M2a",0.00052800000003117
"587","M0","rpl23",0.999736034844918,FALSE,FALSE,FALSE,"lnL_M0",-366.631872,"LRT_M7_M8",-0.000469999999950232
"588","M0","rpl23",0.999736034844918,FALSE,FALSE,FALSE,"lnL_M0",-366.631872,"p_M7_M8",1
"589","M1a","rpl23",0.999736034844918,FALSE,FALSE,FALSE,"lnL_M1a",-366.632096,"LRT_M1a_M2a",0.00052800000003117
"590","M1a","rpl23",0.999736034844918,FALSE,FALSE,FALSE,"lnL_M1a",-366.632096,"LRT_M7_M8",-0.000469999999950232
"591","M1a","rpl23",0.999736034844918,FALSE,FALSE,FALSE,"lnL_M1a",-366.632096,"p_M7_M8",1
"592","M2a","rpl23",0.999736034844918,FALSE,FALSE,FALSE,"lnL_M2a",-366.631832,"LRT_M1a_M2a",0.00052800000003117
"593","M2a","rpl23",0.999736034844918,FALSE,FALSE,FALSE,"lnL_M2a",-366.631832,"LRT_M7_M8",-0.000469999999950232
"594","M2a","rpl23",0.999736034844918,FALSE,FALSE,FALSE,"lnL_M2a",-366.631832,"p_M7_M8",1
"595","M7","rpl23",0.999736034844918,FALSE,FALSE,FALSE,"lnL_M7",-366.631977,"LRT_M1a_M2a",0.00052800000003117
"596","M7","rpl23",0.999736034844918,FALSE,FALSE,FALSE,"lnL_M7",-366.631977,"LRT_M7_M8",-0.000469999999950232
"597","M7","rpl23",0.999736034844918,FALSE,FALSE,FALSE,"lnL_M7",-366.631977,"p_M7_M8",1
"598","M8","rpl23",0.999736034844918,FALSE,FALSE,FALSE,"lnL_M8",-366.632212,"LRT_M1a_M2a",0.00052800000003117
"599","M8","rpl23",0.999736034844918,FALSE,FALSE,FALSE,"lnL_M8",-366.632212,"LRT_M7_M8",-0.000469999999950232
"600","M8","rpl23",0.999736034844918,FALSE,FALSE,FALSE,"lnL_M8",-366.632212,"p_M7_M8",1
"601","M0","rpl32",0.999908004231875,FALSE,FALSE,FALSE,"lnL_M0",-211.925063,"LRT_M1a_M2a",0.000183999999990192
"602","M0","rpl32",0.999908004231875,FALSE,FALSE,FALSE,"lnL_M0",-211.925063,"LRT_M7_M8",-0.000183999999990192
"603","M0","rpl32",0.999908004231875,FALSE,FALSE,FALSE,"lnL_M0",-211.925063,"p_M7_M8",1
"604","M1a","rpl32",0.999908004231875,FALSE,FALSE,FALSE,"lnL_M1a",-211.92412,"LRT_M1a_M2a",0.000183999999990192
"605","M1a","rpl32",0.999908004231875,FALSE,FALSE,FALSE,"lnL_M1a",-211.92412,"LRT_M7_M8",-0.000183999999990192
"606","M1a","rpl32",0.999908004231875,FALSE,FALSE,FALSE,"lnL_M1a",-211.92412,"p_M7_M8",1
"607","M2a","rpl32",0.999908004231875,FALSE,FALSE,FALSE,"lnL_M2a",-211.924028,"LRT_M1a_M2a",0.000183999999990192
"608","M2a","rpl32",0.999908004231875,FALSE,FALSE,FALSE,"lnL_M2a",-211.924028,"LRT_M7_M8",-0.000183999999990192
"609","M2a","rpl32",0.999908004231875,FALSE,FALSE,FALSE,"lnL_M2a",-211.924028,"p_M7_M8",1
"610","M7","rpl32",0.999908004231875,FALSE,FALSE,FALSE,"lnL_M7",-211.924017,"LRT_M1a_M2a",0.000183999999990192
"611","M7","rpl32",0.999908004231875,FALSE,FALSE,FALSE,"lnL_M7",-211.924017,"LRT_M7_M8",-0.000183999999990192
"612","M7","rpl32",0.999908004231875,FALSE,FALSE,FALSE,"lnL_M7",-211.924017,"p_M7_M8",1
"613","M8","rpl32",0.999908004231875,FALSE,FALSE,FALSE,"lnL_M8",-211.924109,"LRT_M1a_M2a",0.000183999999990192
"614","M8","rpl32",0.999908004231875,FALSE,FALSE,FALSE,"lnL_M8",-211.924109,"LRT_M7_M8",-0.000183999999990192
"615","M8","rpl32",0.999908004231875,FALSE,FALSE,FALSE,"lnL_M8",-211.924109,"p_M7_M8",1
"616","M0","rpl33",0.99999600000801,FALSE,FALSE,FALSE,"lnL_M0",-284.486517,"LRT_M1a_M2a",7.99999997980194e-06
"617","M0","rpl33",0.99999600000801,FALSE,FALSE,FALSE,"lnL_M0",-284.486517,"LRT_M7_M8",-0.000630000000001019
"618","M0","rpl33",0.99999600000801,FALSE,FALSE,FALSE,"lnL_M0",-284.486517,"p_M7_M8",1
"619","M1a","rpl33",0.99999600000801,FALSE,FALSE,FALSE,"lnL_M1a",-284.486521,"LRT_M1a_M2a",7.99999997980194e-06
"620","M1a","rpl33",0.99999600000801,FALSE,FALSE,FALSE,"lnL_M1a",-284.486521,"LRT_M7_M8",-0.000630000000001019
"621","M1a","rpl33",0.99999600000801,FALSE,FALSE,FALSE,"lnL_M1a",-284.486521,"p_M7_M8",1
"622","M2a","rpl33",0.99999600000801,FALSE,FALSE,FALSE,"lnL_M2a",-284.486517,"LRT_M1a_M2a",7.99999997980194e-06
"623","M2a","rpl33",0.99999600000801,FALSE,FALSE,FALSE,"lnL_M2a",-284.486517,"LRT_M7_M8",-0.000630000000001019
"624","M2a","rpl33",0.99999600000801,FALSE,FALSE,FALSE,"lnL_M2a",-284.486517,"p_M7_M8",1
"625","M7","rpl33",0.99999600000801,FALSE,FALSE,FALSE,"lnL_M7",-284.486725,"LRT_M1a_M2a",7.99999997980194e-06
"626","M7","rpl33",0.99999600000801,FALSE,FALSE,FALSE,"lnL_M7",-284.486725,"LRT_M7_M8",-0.000630000000001019
"627","M7","rpl33",0.99999600000801,FALSE,FALSE,FALSE,"lnL_M7",-284.486725,"p_M7_M8",1
"628","M8","rpl33",0.99999600000801,FALSE,FALSE,FALSE,"lnL_M8",-284.48704,"LRT_M1a_M2a",7.99999997980194e-06
"629","M8","rpl33",0.99999600000801,FALSE,FALSE,FALSE,"lnL_M8",-284.48704,"LRT_M7_M8",-0.000630000000001019
"630","M8","rpl33",0.99999600000801,FALSE,FALSE,FALSE,"lnL_M8",-284.48704,"p_M7_M8",1
"631","M0","rpoA",0.31827579251675,FALSE,FALSE,FALSE,"lnL_M0",-1324.135,"LRT_M1a_M2a",2.28967399999965
"632","M0","rpoA",0.31827579251675,FALSE,FALSE,FALSE,"lnL_M0",-1324.135,"LRT_M7_M8",2.28965599999992
