accession,genome_size_bp,year,taxonomy_id,kingdom,phylum,class,order,family,genus,species,title
OR413693,152658,2025,4690,NA,NA,NA,NA,NA,NA,NA,"Lilium longiflorum chloroplast, complete genome"
OR413692,152621,2025,78999,NA,NA,NA,NA,NA,NA,NA,"Lilium concolor chloroplast, complete genome"
PX097887,158820,2025,870201,NA,NA,NA,NA,NA,NA,NA,"Senna nomame chloroplast, complete genome"
PQ231107,152197,2025,572118,NA,NA,NA,NA,NA,NA,NA,"Paraphlomis hispida chloroplast, complete genome"
PQ231106,151686,2025,694377,NA,NA,NA,NA,NA,NA,NA,"Panzerina lanata isolate 4 chloroplast, complete genome"
PQ231105,151695,2025,694377,NA,NA,NA,NA,NA,NA,NA,"Panzerina lanata isolate 3 chloroplast, complete genome"
PQ231104,151720,2025,41230,NA,NA,NA,NA,NA,NA,NA,"Marrubium vulgare chloroplast, complete genome"
PQ231103,151866,2025,1898870,NA,NA,NA,NA,NA,NA,NA,"Loxocalyx urticifolius isolate 4 chloroplast, complete genome"
PQ231102,151970,2025,1898870,NA,NA,NA,NA,NA,NA,NA,"Loxocalyx urticifolius isolate 3 chloroplast, complete genome"
PQ231101,151974,2025,1898870,NA,NA,NA,NA,NA,NA,NA,"Loxocalyx urticifolius isolate 2 chloroplast, complete genome"
PQ231100,151971,2025,1898870,NA,NA,NA,NA,NA,NA,NA,"Loxocalyx urticifolius isolate 1 chloroplast, complete genome"
PQ231099,151056,2025,2511971,NA,NA,NA,NA,NA,NA,NA,"Leucas neuflizeana chloroplast, complete genome"
PQ231098,151746,2025,445401,NA,NA,NA,NA,NA,NA,NA,"Leonurus turkestanicus chloroplast, complete genome"
PQ231097,151724,2025,405945,NA,NA,NA,NA,NA,NA,NA,"Paraleonurus sibiricus chloroplast, complete genome"
PQ231096,151729,2025,405943,NA,NA,NA,NA,NA,NA,NA,"Paraleonurus pseudomacranthus chloroplast, complete genome"
PQ231095,151819,2025,3291618,NA,NA,NA,NA,NA,NA,NA,"Leonurus panzerioides chloroplast, complete genome"
PQ231094,151537,2025,4138,NA,NA,NA,NA,NA,NA,NA,"Paraleonurus japonicus isolate 4 chloroplast, complete genome"
PQ231093,151724,2025,4138,NA,NA,NA,NA,NA,NA,NA,"Paraleonurus japonicus isolate 3 chloroplast, complete genome"
PQ231092,151729,2025,4138,NA,NA,NA,NA,NA,NA,NA,"Paraleonurus japonicus isolate 2 chloroplast, complete genome"
PQ231091,151723,2025,4138,NA,NA,NA,NA,NA,NA,NA,"Paraleonurus japonicus isolate 1 chloroplast, complete genome"
PQ231090,151743,2025,405944,NA,NA,NA,NA,NA,NA,NA,"Paraleonurus chaituroides chloroplast, complete genome"
PQ231089,150650,2025,53160,NA,NA,NA,NA,NA,NA,NA,"Lamium amplexicaule chloroplast, complete genome"
PQ231088,151711,2025,516545,NA,NA,NA,NA,NA,NA,NA,"Paraleonurus supinus isolate 2 chloroplast, complete genome"
PQ231087,151719,2025,516545,NA,NA,NA,NA,NA,NA,NA,"Paraleonurus supinus isolate 1 chloroplast, complete genome"
PQ231086,151774,2025,3291617,NA,NA,NA,NA,NA,NA,NA,"Lagopsis flava isolate 4 chloroplast, complete genome"
PQ231085,151724,2025,3291617,NA,NA,NA,NA,NA,NA,NA,"Lagopsis flava isolate 3 chloroplast, complete genome"
PQ231084,151699,2025,3291617,NA,NA,NA,NA,NA,NA,NA,"Lagopsis flava isolate 2 chloroplast, complete genome"
PQ231083,151700,2025,3291617,NA,NA,NA,NA,NA,NA,NA,"Lagopsis flava isolate 1 chloroplast, complete genome"
PQ231082,151539,2025,2764605,NA,NA,NA,NA,NA,NA,NA,"Lagopsis eriostachya chloroplast, complete genome"
PQ231081,151519,2025,1288047,NA,NA,NA,NA,NA,NA,NA,"Lagochilus platyacanthus isolate 3 chloroplast, complete genome"
PQ231080,151594,2025,1288047,NA,NA,NA,NA,NA,NA,NA,"Lagochilus platyacanthus isolate 2 chloroplast, complete genome"
PV067999,168126,2025,1537892,NA,NA,NA,NA,NA,NA,NA,"Arisaema sinii chloroplast, complete genome"
PQ279583,151466,2025,3342011,NA,NA,NA,NA,NA,NA,NA,"Lagochilus sp. chloroplast, complete genome"
PQ279582,151741,2025,694377,NA,NA,NA,NA,NA,NA,NA,"Panzerina lanata chloroplast, complete genome"
PQ185532,151491,2025,1288047,NA,NA,NA,NA,NA,NA,NA,"Lagochilus platyacanthus chloroplast, complete genome"
PQ180382,151460,2025,1288045,NA,NA,NA,NA,NA,NA,NA,"Lagochilus lanatonodus chloroplast, complete genome"
PQ180381,151528,2025,1288045,NA,NA,NA,NA,NA,NA,NA,"Lagochilus lanatonodus chloroplast, complete genome"
PQ180380,151126,2025,694362,NA,NA,NA,NA,NA,NA,NA,"Lagochilus ilicifolius chloroplast, complete genome"
PQ180379,151368,2025,694361,NA,NA,NA,NA,NA,NA,NA,"Lagochilus hirtus chloroplast, complete genome"
PQ180378,151532,2025,1288043,NA,NA,NA,NA,NA,NA,NA,"Lagochilus grandiflorus chloroplast, complete genome"
PQ180377,151482,2025,1288042,NA,NA,NA,NA,NA,NA,NA,"Lagochilus diacanthophyllus chloroplast, complete genome"
PQ180376,151291,2025,1288042,NA,NA,NA,NA,NA,NA,NA,"Lagochilus diacanthophyllus chloroplast, complete genome"
PQ180375,151565,2025,1288041,NA,NA,NA,NA,NA,NA,NA,"Lagochilus bungei chloroplast, complete genome"
PQ180374,151554,2025,1288041,NA,NA,NA,NA,NA,NA,NA,"Lagochilus bungei chloroplast, complete genome"
PQ180373,151620,2025,1288041,NA,NA,NA,NA,NA,NA,NA,"Lagochilus bungei chloroplast, complete genome"
PQ180372,152089,2025,694349,NA,NA,NA,NA,NA,NA,NA,"Chaiturus marrubiastrum chloroplast, complete genome"
PQ180371,152089,2025,694349,NA,NA,NA,NA,NA,NA,NA,"Chaiturus marrubiastrum chloroplast, complete genome"
PP234504,149392,2025,439688,NA,NA,NA,NA,NA,NA,NA,"Sedum alfredii voucher NX-04 chloroplast, complete genome"
PP234503,149428,2025,439688,NA,NA,NA,NA,NA,NA,NA,"Sedum alfredii voucher JX-25 chloroplast, complete genome"
PP234502,149427,2025,439688,NA,NA,NA,NA,NA,NA,NA,"Sedum alfredii voucher JX-12 chloroplast, complete genome"
PP234501,149453,2025,439688,NA,NA,NA,NA,NA,NA,NA,"Sedum alfredii voucher DQ-04 chloroplast, complete genome"
PP234500,149279,2025,439688,NA,NA,NA,NA,NA,NA,NA,"Sedum alfredii voucher CJ-10 chloroplast, complete genome"
PP234498,149373,2025,203021,NA,NA,NA,NA,NA,NA,NA,"Sedum japonicum voucher KL2891 chloroplast, complete genome"
PP234497,149373,2025,203021,NA,NA,NA,NA,NA,NA,NA,"Sedum japonicum voucher KL2890 chloroplast, complete genome"
PP234496,149373,2025,203021,NA,NA,NA,NA,NA,NA,NA,"Sedum japonicum voucher KL2887 chloroplast, complete genome"
PP234495,149373,2025,203021,NA,NA,NA,NA,NA,NA,NA,"Sedum japonicum voucher KL2886 chloroplast, complete genome"
PP234494,149373,2025,203021,NA,NA,NA,NA,NA,NA,NA,"Sedum japonicum voucher KL2884 chloroplast, complete genome"
PP234493,149328,2025,1532924,NA,NA,NA,NA,NA,NA,NA,"Sedum plumbizincicola voucher JJ-05 chloroplast, complete genome"
PP234492,149387,2025,1532924,NA,NA,NA,NA,NA,NA,NA,"Sedum plumbizincicola voucher ZT-19 chloroplast, complete genome"
PP234491,149105,2025,1532924,NA,NA,NA,NA,NA,NA,NA,"Sedum plumbizincicola voucher ZT-14 chloroplast, complete genome"
PP234490,149394,2025,1532924,NA,NA,NA,NA,NA,NA,NA,"Sedum plumbizincicola voucher QZ-09 chloroplast, complete genome"
PP234489,149392,2025,1532924,NA,NA,NA,NA,NA,NA,NA,"Sedum plumbizincicola voucher QZ-06 chloroplast, complete genome"
PP234488,149288,2025,1532924,NA,NA,NA,NA,NA,NA,NA,"Sedum plumbizincicola voucher JJ-08 chloroplast, complete genome"
PX023083,161351,2025,210328,NA,NA,NA,NA,NA,NA,NA,"Maclura tricuspidata chloroplast, complete genome"
PX070098,170684,2025,1765309,NA,NA,NA,NA,NA,NA,NA,"Musa cheesmanii voucher MZU-DBT C51 chloroplast, complete genome"
PV054327,135010,2025,3396563,NA,NA,NA,NA,NA,NA,NA,"Elymus uralensis subsp. tianschanicus isolate E20 chloroplast, complete genome"
PV054326,135037,2025,491169,NA,NA,NA,NA,NA,NA,NA,"Elymus praeruptus chloroplast, complete genome"
PQ431398,156515,2025,3350559,NA,NA,NA,NA,NA,NA,NA,"Stephanopodium engleri isolate ITV33450 chloroplast, complete genome"
PQ431397,156231,2025,3350559,NA,NA,NA,NA,NA,NA,NA,"Stephanopodium engleri isolate ITV33471 chloroplast, complete genome"
PQ423744,156171,2025,3350559,NA,NA,NA,NA,NA,NA,NA,"Stephanopodium engleri isolate ITV33440 chloroplast, complete genome"
PQ423743,154877,2025,3350559,NA,NA,NA,NA,NA,NA,NA,"Stephanopodium engleri isolate ITV33424 chloroplast, complete genome"
PQ390233,155132,2025,3350559,NA,NA,NA,NA,NA,NA,NA,"Stephanopodium engleri chloroplast, complete genome"
OR399519,156014,2025,496667,NA,NA,NA,NA,NA,NA,NA,"Cyclorhiza waltonii chloroplast, complete genome"
OR399518,156008,2025,2820914,NA,NA,NA,NA,NA,NA,NA,"Cyclorhiza puana chloroplast, complete genome"
OR399517,155169,2025,165502,NA,NA,NA,NA,NA,NA,NA,"Cyclorhiza peucedanifolia chloroplast, complete genome"
PX058852,150748,2025,2695823,NA,NA,NA,NA,NA,NA,NA,"Vanilla calyculata chloroplast, complete genome"
PX058851,147372,2025,2491724,NA,NA,NA,NA,NA,NA,NA,"Vanilla phaeantha chloroplast, complete genome"
PX058850,150408,2025,669901,NA,NA,NA,NA,NA,NA,NA,"Vanilla chamissonis chloroplast, complete genome"
PX058849,148821,2025,117957,NA,NA,NA,NA,NA,NA,NA,"Vanilla pompona chloroplast, complete genome"
PX057651,155972,2025,210862,NA,NA,NA,NA,NA,NA,NA,"Argentina stenophylla isolate M297 chloroplast, complete genome"
PX057650,155709,2025,667261,NA,NA,NA,NA,NA,NA,NA,"Argentina leuconota isolate M293 chloroplast, complete genome"
PX057649,155148,2025,57926,NA,NA,NA,NA,NA,NA,NA,"Argentina anserina isolate M291 chloroplast, complete genome"
PP175340,157609,2025,3453646,NA,NA,NA,NA,NA,NA,NA,"Stephania japonica var. timoriensis chloroplast, complete genome"
PP175339,157748,2025,152366,NA,NA,NA,NA,NA,NA,NA,"Stephania hernandiifolia chloroplast, complete genome"
PV231676,168650,2025,227498,NA,NA,NA,NA,NA,NA,NA,"Arisaema heterophyllum voucher JH220531001 chloroplast, complete genome"
MW829277,156709,2021,587398,NA,NA,NA,NA,NA,NA,NA,"Ardisia crispa chloroplast, complete genome"
MT974496,161880,2020,108868,NA,NA,NA,NA,NA,NA,NA,"Ventilago leiocarpa chloroplast, complete genome"
PQ240610,152553,2025,3179425,NA,NA,NA,NA,NA,NA,NA,"Cousinia pseudodshizakensis voucher Herbarium of Uzbekistan C8 chloroplast, complete genome"
PQ240609,152559,2025,3179424,NA,NA,NA,NA,NA,NA,NA,"Cousinia rotundifolia voucher National Herbarium of Uzbekistan C7 chloroplast, complete genome"
PQ240608,152555,2025,554224,NA,NA,NA,NA,NA,NA,NA,"Cousinia orthacantha voucher National Herbarium of Uzbekistan C5 chloroplast, complete genome"
PQ240605,152619,2025,3297706,NA,NA,NA,NA,NA,NA,NA,"Cousinia proxima voucher Herbarium of Uzbekistan C2 chloroplast, complete genome"
PX023001,176280,2025,4641,NA,NA,NA,NA,NA,NA,NA,"Musa acuminata voucher MZU-DBT-C47(IC-0633381) chloroplast, complete genome"
OP978504,151179,2023,1221638,NA,NA,NA,NA,NA,NA,NA,"Helianthus nuttallii subsp. nuttallii chloroplast, complete genome"
PQ126534,160396,2025,3239003,NA,NA,NA,NA,NA,NA,NA,"Ficus conglobata voucher MT114 chloroplast, complete genome"
PP988495,156706,2025,4442,NA,NA,NA,NA,NA,NA,NA,"Camellia sinensis isolate DASZ chloroplast, complete genome"
PV995244,149532,2025,3434088,NA,NA,NA,NA,NA,NA,NA,"Acanthophyllum coloratum var. eglandulosum voucher YZP001504 chloroplast, complete genome"
PV995245,151626,2025,2813712,NA,NA,NA,NA,NA,NA,NA,"Salvia tianschanica voucher TASH091648 chloroplast, complete genome"
PV963829,152038,2025,3453200,NA,NA,NA,NA,NA,NA,NA,"Dendrobium sp. DY-2025a chloroplast, complete genome"
PV995108,153482,2025,267281,NA,NA,NA,NA,NA,NA,NA,"Brassica rapa subsp. narinosa isolate NHCC-hei-001-1 chloroplast, complete genome"
PV995107,153481,2025,93385,NA,NA,NA,NA,NA,NA,NA,"Brassica rapa subsp. chinensis isolate NHCC-016 chloroplast, complete genome"
PV995106,153485,2025,93385,NA,NA,NA,NA,NA,NA,NA,"Brassica rapa subsp. chinensis isolate WYM chloroplast, complete genome"
PV995105,153485,2025,93385,NA,NA,NA,NA,NA,NA,NA,"Brassica rapa subsp. chinensis isolate NHCC-te-001-1 chloroplast, complete genome"
PV995104,153484,2025,93385,NA,NA,NA,NA,NA,NA,NA,"Brassica rapa subsp. chinensis isolate NHCC-086-1 chloroplast, complete genome"
PV995103,153482,2025,93385,NA,NA,NA,NA,NA,NA,NA,"Brassica rapa subsp. chinensis isolate NHCC-084 chloroplast, complete genome"
PV995102,153480,2025,93385,NA,NA,NA,NA,NA,NA,NA,"Brassica rapa subsp. chinensis isolate NHCC-006 chloroplast, complete genome"
PV995101,153483,2025,93385,NA,NA,NA,NA,NA,NA,NA,"Brassica rapa subsp. chinensis isolate NHCC-005 chloroplast, complete genome"
PV995100,153532,2025,93385,NA,NA,NA,NA,NA,NA,NA,"Brassica rapa subsp. chinensis isolate LCX-026 chloroplast, complete genome"
PV995099,153481,2025,93385,NA,NA,NA,NA,NA,NA,NA,"Brassica rapa subsp. chinensis isolate LCX-003 chloroplast, complete genome"
PV991053,151653,2025,2813711,NA,NA,NA,NA,NA,NA,NA,"Salvia lilacinocoerulea chloroplast, complete genome"
PV972776,151286,2025,3451452,NA,NA,NA,NA,NA,NA,NA,"Salvia insignis voucher TASH090325 chloroplast, complete genome"
PV972823,154105,2025,2212395,NA,NA,NA,NA,NA,NA,NA,"Hedyotis taishanensis isolate HT4-1 chloroplast, complete genome"
PV972822,154123,2025,2212395,NA,NA,NA,NA,NA,NA,NA,"Hedyotis taishanensis isolate HT3-1 chloroplast, complete genome"
PV972821,153986,2025,2212395,NA,NA,NA,NA,NA,NA,NA,"Hedyotis taishanensis isolate HT2-1 chloroplast, complete genome"
PV972820,154128,2025,2212395,NA,NA,NA,NA,NA,NA,NA,"Hedyotis taishanensis isolate HT1-1 chloroplast, complete genome"
PV976845,139407,2025,338519,NA,NA,NA,NA,NA,NA,NA,"Neomicrocalamus yunnanensis isolate JP021 chloroplast, complete genome"
PV976844,139439,2025,338519,NA,NA,NA,NA,NA,NA,NA,"Neomicrocalamus yunnanensis isolate JP008 chloroplast, complete genome"
PV976843,139449,2025,338519,NA,NA,NA,NA,NA,NA,NA,"Neomicrocalamus yunnanensis isolate JC003 chloroplast, complete genome"
PV976842,139449,2025,338519,NA,NA,NA,NA,NA,NA,NA,"Neomicrocalamus yunnanensis isolate JC002 chloroplast, complete genome"
PV976841,139449,2025,338519,NA,NA,NA,NA,NA,NA,NA,"Neomicrocalamus yunnanensis isolate JC001 chloroplast, complete genome"
PV976840,139407,2025,338519,NA,NA,NA,NA,NA,NA,NA,"Neomicrocalamus yunnanensis isolate 12153 chloroplast, complete genome"
PV976839,139440,2025,338501,NA,NA,NA,NA,NA,NA,NA,"Melocalamus scandens isolate MY002 chloroplast, complete genome"
PV976838,139440,2025,338501,NA,NA,NA,NA,NA,NA,NA,"Melocalamus scandens isolate MY001 chloroplast, complete genome"
PV976837,139440,2025,338501,NA,NA,NA,NA,NA,NA,NA,"Melocalamus scandens isolate lic23001 chloroplast, complete genome"
PV976836,139440,2025,338501,NA,NA,NA,NA,NA,NA,NA,"Melocalamus scandens isolate JC048 chloroplast, complete genome"
PV976835,139440,2025,338501,NA,NA,NA,NA,NA,NA,NA,"Melocalamus scandens isolate JC047 chloroplast, complete genome"
PV976834,139440,2025,338501,NA,NA,NA,NA,NA,NA,NA,"Melocalamus scandens isolate JC046 chloroplast, complete genome"
PV976833,139527,2025,338500,NA,NA,NA,NA,NA,NA,NA,"Melocalamus compactiflorus var. fimbriatus isolate ZC038 chloroplast, complete genome"
PV976832,139439,2025,338500,NA,NA,NA,NA,NA,NA,NA,"Melocalamus compactiflorus var. fimbriatus isolate ZC037 chloroplast, complete genome"
PV976831,139439,2025,338500,NA,NA,NA,NA,NA,NA,NA,"Melocalamus compactiflorus var. fimbriatus isolate ZC034 chloroplast, complete genome"
PV976830,139439,2025,338500,NA,NA,NA,NA,NA,NA,NA,"Melocalamus compactiflorus var. fimbriatus isolate ZC033 chloroplast, complete genome"
PV976829,139438,2025,338500,NA,NA,NA,NA,NA,NA,NA,"Melocalamus compactiflorus var. fimbriatus isolate 20034 chloroplast, complete genome"
PV976828,139438,2025,338500,NA,NA,NA,NA,NA,NA,NA,"Melocalamus compactiflorus var. fimbriatus isolate 20032 chloroplast, complete genome"
PV976827,139438,2025,338500,NA,NA,NA,NA,NA,NA,NA,"Melocalamus compactiflorus var. fimbriatus isolate 20031 chloroplast, complete genome"
PV976826,139440,2025,338500,NA,NA,NA,NA,NA,NA,NA,"Melocalamus compactiflorus var. fimbriatus isolate 19002 chloroplast, complete genome"
PV976825,139459,2025,338498,NA,NA,NA,NA,NA,NA,NA,"Melocalamus arrectus isolate 12190 chloroplast, complete genome"
PV976824,139458,2025,338498,NA,NA,NA,NA,NA,NA,NA,"Melocalamus arrectus isolate 12187 chloroplast, complete genome"
PV976823,139174,2025,338498,NA,NA,NA,NA,NA,NA,NA,"Melocalamus arrectus isolate 12150 chloroplast, complete genome"
PV989638,155932,2025,52451,NA,NA,NA,NA,NA,NA,NA,"Bupleurum chinense isolate 2811 chloroplast, complete genome"
PV955414,156222,2025,1672632,NA,NA,NA,NA,NA,NA,NA,"Rubus reflexus var. lanceolobus chloroplast, complete genome"
PV955039,150601,2025,186974,NA,NA,NA,NA,NA,NA,NA,"Tephroseris kirilowii isolate GSC chloroplast, complete genome"
PV873136,159103,2025,2762710,NA,NA,NA,NA,NA,NA,NA,"Distylium chinense chloroplast, complete genome"
PV873135,159128,2025,1692141,NA,NA,NA,NA,NA,NA,NA,"Distylium buxifolium chloroplast, complete genome"
PV873134,159116,2025,50998,NA,NA,NA,NA,NA,NA,NA,"Distylium racemosum chloroplast, complete genome"
PV873133,159128,2025,50997,NA,NA,NA,NA,NA,NA,NA,"Distylium myricoides chloroplast, complete genome"
PV993969,166241,2025,62339,NA,NA,NA,NA,NA,NA,NA,"Halophila ovalis isolate LYXYC11 chloroplast, complete genome"
PV993971,168964,2025,180123,NA,NA,NA,NA,NA,NA,NA,"Halophila beccarii isolate BKXYC2 chloroplast, complete genome"
PV819072,157052,2025,386276,NA,NA,NA,NA,NA,NA,NA,"Neoachmandra japonica chloroplast, complete genome"
OR400160,152575,2025,79002,NA,NA,NA,NA,NA,NA,NA,"Lilium lancifolium chloroplast, complete genome"
OR400159,152573,2025,82327,NA,NA,NA,NA,NA,NA,NA,"Lilium pumilum chloroplast, complete genome"
OR400158,152110,2025,89789,NA,NA,NA,NA,NA,NA,NA,"Lilium bakerianum chloroplast, complete genome"
OR400157,152669,2025,82313,NA,NA,NA,NA,NA,NA,NA,"Lilium brownii var. viridulum chloroplast, complete genome"
PQ824871,152871,2025,82323,NA,NA,NA,NA,NA,NA,NA,"Lilium nanum isolate gyd-1389-1A chloroplast, complete genome"
PQ824870,152431,2025,82323,NA,NA,NA,NA,NA,NA,NA,"Lilium nanum isolate gyd-1401-1A chloroplast, complete genome"
PQ824869,152848,2025,82323,NA,NA,NA,NA,NA,NA,NA,"Lilium nanum isolate gyd-1393-1A chloroplast, complete genome"
PQ824868,152848,2025,82323,NA,NA,NA,NA,NA,NA,NA,"Lilium nanum isolate gyd-1401-1A chloroplast, complete genome"
PV153503,157957,2025,1378000,NA,NA,NA,NA,NA,NA,NA,"Cassine glauca chloroplast, complete genome"
PQ898998,154749,2025,269175,NA,NA,NA,NA,NA,NA,NA,"Myricaria germanica chloroplast, complete genome"
PQ722561,150292,2025,1355401,NA,NA,NA,NA,NA,NA,NA,"Elatostema lineolatum var. major chloroplast, complete genome"
PQ932579,151565,2025,3384834,NA,NA,NA,NA,NA,NA,NA,"Saxifraga saxicola chloroplast, complete genome"
PQ067316,132723,2025,373104,NA,NA,NA,NA,NA,NA,NA,"Podostemum comatum voucher UNAM:FCEQYN 152 chloroplast, complete genome"
MW829280,159647,2021,748693,NA,NA,NA,NA,NA,NA,NA,"Clematis chinensis chloroplast, complete genome"
PV890880,157472,2025,2029229,NA,NA,NA,NA,NA,NA,NA,"Cyanotis nyctitropa voucher UQU_CN2027 chloroplast, complete genome"
PV426746,151925,2025,1384031,NA,NA,NA,NA,NA,NA,NA,"Saxifraga vandellii chloroplast, complete genome"
PV426745,152092,2025,1534588,NA,NA,NA,NA,NA,NA,NA,"Saxifraga tombeanensis chloroplast, complete genome"
PV426744,151420,2025,1616338,NA,NA,NA,NA,NA,NA,NA,"Saxifraga sibirica chloroplast, complete genome"
PV426743,149363,2025,134793,NA,NA,NA,NA,NA,NA,NA,"Saxifraga sedoides chloroplast, complete genome"
PV426742,152282,2025,23265,NA,NA,NA,NA,NA,NA,NA,"Saxifraga rotundifolia chloroplast, complete genome"
PV426741,152098,2025,102734,NA,NA,NA,NA,NA,NA,NA,"Saxifraga paniculata chloroplast, complete genome"
PV426740,151875,2025,1792779,NA,NA,NA,NA,NA,NA,NA,"Saxifraga oppositifolia subsp. rudolphiana chloroplast, complete genome"
PV426739,152017,2025,102732,NA,NA,NA,NA,NA,NA,NA,"Saxifraga mutata chloroplast, complete genome"
PV426738,149998,2025,134788,NA,NA,NA,NA,NA,NA,NA,"Saxifraga moschata chloroplast, complete genome"
PV426737,151913,2025,102728,NA,NA,NA,NA,NA,NA,NA,"Saxifraga hostii chloroplast, complete genome"
PV426736,150001,2025,83410,NA,NA,NA,NA,NA,NA,NA,"Saxifraga exarata chloroplast, complete genome"
PV426735,149685,2025,134778,NA,NA,NA,NA,NA,NA,NA,"Saxifraga depressa chloroplast, complete genome"
PV426734,150047,2025,489508,NA,NA,NA,NA,NA,NA,NA,"Saxifraga consanguinea chloroplast, complete genome"
PV426733,151360,2025,102716,NA,NA,NA,NA,NA,NA,NA,"Saxifraga caesia chloroplast, complete genome"
PV426732,152082,2025,1385497,NA,NA,NA,NA,NA,NA,NA,"Saxifraga bryoides chloroplast, complete genome"
PV426731,151552,2025,192742,NA,NA,NA,NA,NA,NA,NA,"Saxifraga biflora chloroplast, complete genome"
PV426730,149217,2025,134768,NA,NA,NA,NA,NA,NA,NA,"Saxifraga aphylla chloroplast, complete genome"
PV426729,149600,2025,134767,NA,NA,NA,NA,NA,NA,NA,"Saxifraga androsacea chloroplast, complete genome"
PV948728,157967,2025,3082784,NA,NA,NA,NA,NA,NA,NA,"Euonymus chloranthoides chloroplast, complete genome"
PV962930,155040,2025,558126,NA,NA,NA,NA,NA,NA,NA,"Cardamine leucantha isolate BHSMJ chloroplast, complete genome"
PQ611459,155792,2025,261420,NA,NA,NA,NA,NA,NA,NA,"Polygonatum kingianum isolate white chloroplast, complete genome"
PQ611458,155825,2025,261420,NA,NA,NA,NA,NA,NA,NA,"Polygonatum kingianum isolate green chloroplast, complete genome"
PQ611457,155827,2025,261420,NA,NA,NA,NA,NA,NA,NA,"Polygonatum kingianum isolate red chloroplast, complete genome"
PV262341,157084,2025,3696,NA,NA,NA,NA,NA,NA,NA,"Populus deltoides cultivar Jinheiyang chloroplast, complete genome"
OM256484,159414,2025,1679317,NA,NA,NA,NA,NA,NA,NA,"Pygeum macrocarpum chloroplast, complete genome"
PV930377,156352,2025,126418,NA,NA,NA,NA,NA,NA,NA,"Forsythia suspensa chloroplast, complete genome"
PV917083,160242,2025,194251,NA,NA,NA,NA,NA,NA,NA,"Artocarpus altilis chloroplast, complete genome"
PV925758,139157,2025,338498,NA,NA,NA,NA,NA,NA,NA,"Melocalamus arrectus isolate 12144 chloroplast, complete genome"
PV929822,159086,2025,2820669,NA,NA,NA,NA,NA,NA,NA,"Distylium elaeagnoides chloroplast, complete genome"
PV929821,159086,2025,50997,NA,NA,NA,NA,NA,NA,NA,"Distylium myricoides chloroplast, complete genome"
PV916038,152632,2025,3448433,NA,NA,NA,NA,NA,NA,NA,"Lilium sp. ZB-2025a chloroplast, complete genome"
PV915200,146675,2025,693374,NA,NA,NA,NA,NA,NA,NA,"Hygrophila polysperma isolate HP chloroplast, complete genome"
PV915199,157080,2025,4442,NA,NA,NA,NA,NA,NA,NA,"Camellia sinensis isolate rz-jblq5sz cultivar Wuyuanlvcha chloroplast, complete genome"
PV915198,157112,2025,4442,NA,NA,NA,NA,NA,NA,NA,"Camellia sinensis isolate ro-jblpw90 cultivar Wuniuzaocha chloroplast, complete genome"
PV915197,157103,2025,4442,NA,NA,NA,NA,NA,NA,NA,"Camellia sinensis isolate r9-jblptex cultivar Lushanyunwu chloroplast, complete genome"
PV915196,157099,2025,4442,NA,NA,NA,NA,NA,NA,NA,"Camellia sinensis isolate 27-jceb4xp cultivar Gougunao chloroplast, complete genome"
PV915195,150907,2025,3885,NA,NA,NA,NA,NA,NA,NA,"Phaseolus vulgaris isolate BYD3 cultivar Baiyudou chloroplast, complete genome"
PV936446,151700,2025,152093,NA,NA,NA,NA,NA,NA,NA,"Fritillaria taipaiensis chloroplast, complete genome"
PV882386,158462,2025,42345,NA,NA,NA,NA,NA,NA,NA,"Phoenix dactylifera isolate B25/1_158462 chloroplast, complete genome"
PV880074,154985,2025,486666,NA,NA,NA,NA,NA,NA,NA,"Lonicera fragrantissima chloroplast, complete genome"
PV879616,154003,2025,200486,NA,NA,NA,NA,NA,NA,NA,"Incarvillea potaninii voucher UBU0038422 chloroplast, complete genome"
PV870871,151257,2025,1933768,NA,NA,NA,NA,NA,NA,NA,"Salvia xanthocheila voucher 2517 chloroplast, complete genome"
PV870870,151238,2025,268912,NA,NA,NA,NA,NA,NA,NA,"Salvia verbenaca voucher 2516 chloroplast, complete genome"
PV870869,151727,2025,268927,NA,NA,NA,NA,NA,NA,NA,"Salvia spathacea voucher 2515 chloroplast, complete genome"
PV870868,151317,2025,392693,NA,NA,NA,NA,NA,NA,NA,"Salvia sonomensis voucher 2514 chloroplast, complete genome"
PV870867,151353,2025,1533364,NA,NA,NA,NA,NA,NA,NA,"Salvia saccardiana voucher 2513 chloroplast, complete genome"
PV870866,151391,2025,49216,NA,NA,NA,NA,NA,NA,NA,"Salvia pratensis voucher 2512 chloroplast, complete genome"
PV870865,151269,2025,207759,NA,NA,NA,NA,NA,NA,NA,"Salvia pachyphylla voucher 2511 chloroplast, complete genome"
PV870864,151133,2025,1671103,NA,NA,NA,NA,NA,NA,NA,"Salvia officinalis subsp. gallica voucher 2510 chloroplast, complete genome"
PV870863,151672,2025,207758,NA,NA,NA,NA,NA,NA,NA,"Salvia mohavensis voucher 2509 chloroplast, complete genome"
PV870862,151174,2025,1685713,NA,NA,NA,NA,NA,NA,NA,"Salvia limbata voucher 2508 chloroplast, complete genome"
PV870861,151078,2025,1642914,NA,NA,NA,NA,NA,NA,NA,"Salvia kronenburgii voucher 2507 chloroplast, complete genome"
PV870860,151048,2025,1933726,NA,NA,NA,NA,NA,NA,NA,"Salvia huberi voucher 2506 chloroplast, complete genome"
